Customeraccount;ax;Archived;KeyAccountCode;DeliveryAddress;DeliveryAddress2;KeyAccount;Name;Search name;ZIPCODE;CITY;COUNTRYREGIONID;STREET;Telephone;Extension;CURRENCY;Customer group;Invoice account;Created date and time;Created by;VAT number;Country region;AccessRights;GroupID
00126;Yes;;;;;Yes;Janssen Pharmaceutica NV;Jannsen Pharmaceutic;2340;Beerse;BEL;A division of Janssen Pharmaceutica NVTurnhoutseweg 30;;;EUR;003;;2011-06-24 14:16:50;?;BE0403834160;BEL;BEL;54,69
00128;Yes;1;;;;Yes;PMF Productions NV DO NOT USE;PMF Productions DO NOT USE;2910;Essen;BEL;Postbaan 69 (industrieterrein Rijkmaker);;;EUR;003;;2011-06-24 14:16:50;?;BE0403843860;BEL;BEL;54,69
00129;Yes;1;;;;Yes;ITPSA Ind.Tecn. Pec. DO NOT USE;Ind. Tecn. pecuaria itpsa DO NOT USE;43800;Valls;ESP;c/Artesans s/nPoligono Industrial de Valles;;;EUR;003;;2011-06-24 14:16:50;?;ESA08219511;ESP;ESP;56,69
00130;Yes;;;;;Yes;ARRIVE NUTRITION ANIMALE;ARRIVE NUTR B+S;85250;Saint-Fulgent;FRA;Rue de l'Industrie, B.P. 12;02 51 44 2335;;EUR;003;;2011-06-24 14:16:50;?;FR 33484621610;FRA;FRA;50,69
00133;Yes;;;00134,00171,01138,01140,01141,01249,01746;00134,00171,01138,01140,01141,01249,01746;Yes;Deutsche Tiernahrung Cremer GmbH;Deutsche Tiernahrung Cremer   B+S;40010;Dusseldorf;DEU;Postfach 10 19 45;00 49 211 3034268;;EUR;003;;2011-06-24 14:16:50;?;DE 184019919;DEU;DEU;53,69
00134;Yes;;00133;;;No;Deutsche Tiernahrung Cremer GmbH;Deut Tiernah Mannh S;68169;Mannheim;DEU;Franzosenstrasse 3-7;;;EUR;003;00133;2011-06-24 14:16:50;?;DE 184019919;DEU;DEU;53,69
00135;Yes;;00011;;;No;Trouw Nutrition Espana SA;Trouw ES Grinon S;28971;Grinon;ESP;C/Noruega 4;;;EUR;003;00011;2011-06-24 14:16:50;?;;ESP;ESP;56,69
00136;Yes;;;;;Yes;Bertas Nams;Bertas Nams B+S;1004;Riga;LVA;Bauskas Str. 145;;;EUR;003;;2011-06-24 14:16:50;?;LV 48503008960;LVA;LVA;230,69
00137;Yes;;;;;Yes;Leievoeders;Leievoeders B + S;8793;Sint-Eloois-Vijve;BEL;Emiel Clausstraat 23;;;EUR;003;;2011-06-24 14:16:50;?;BE0415930258;BEL;BEL;54,69
00141;Yes;;;;;Yes;Zoocenter Safe Ingredients S.R.L.;Zoocenter IT B + S;20049;Concorezzo (MI);ITA;Via Tintorri, 15/1;;;EUR;003;;2011-06-24 14:16:50;?;IT02623150964;ITA;ITA;52,69
00147;Yes;;;;;Yes;Neofarma SRL;Neofarma SRS B+S;47020;Longiano (FC);ITA;Via Emilia KM, 18 No 1854;;;EUR;003;;2011-06-24 14:16:50;?;IT01788090403;ITA;ITA;52,69
00156;Yes;;;00157,00257;00157,00257;Yes;Raiffeisen Kraftfutterwerke Sued GmbH;RKW Sued Heilbronn  B + S;74076;Heilbronn;DEU;Gottlieb Daimler Str. 25;;;EUR;003;;2011-06-24 14:16:50;?;DE 134178023;DEU;DEU;53,69
00156_97080;Yes;;;00157,00257;00157,00257;No;Raiffeisen Kraftfutterwerke Sued GmbH;RKW Sued Heilbronn  B + S;97080;Wuerzburg;DEU;Nordliche Hafenstrasse 12;;;EUR;003;;2011-06-24 14:16:50;?;DE 134178023;DEU;DEU;53,69
00157;Yes;;00156;;;No;Raiffeisen Kraftfutterwerke Sued GmbH;RKW Sued Heilbronn Benzstrasse  S;74076;Heilbronn;DEU;Benzstrasse 4;;;EUR;003;00156;2011-06-24 14:16:50;?;;DEU;DEU;53,69
00158;Yes;;;00982;00982;Yes;Mangimificio Settecolli Soc.Coop.r.l.;Mangimificio Settecolli      B;36047;Montegalda (Vicenza);ITA;Via Zocco 7;00 39 0444 737188;;EUR;003;;2011-06-24 14:16:50;?;IT01277570246;ITA;ITA;52,69
00159;Yes;;;;;Yes;Agricola Berica mangimi s.r.l.;Agricola Berica  B+S;36030;Monte di Malo (VI);ITA;Via Giovanni XXIII;+39445586222;;EUR;003;;2011-06-24 14:16:50;?;IT01270140245;ITA;ITA;52,69
00160;Yes;;;;;Yes;Trouw Nutrition Italia S.p.a.;Trouw Nutrition Italia S.p.a.;37060;Mozzecane (VR);ITA;Loc. Vignetto 17;0039 0456764311;;EUR;003;;2011-06-24 14:16:50;?;IT 01246880239;ITA;ITA;52,69
00160_37060;Yes;;;;;No;Trouw Nutrition Italia S.p.a.;Trouw Nutrition Italia S.p.a.;37060;Mozzecane (VR);ITA;Frazione S.Zeno, C.p.6;0039 0456764311;;EUR;003;;2011-06-24 14:16:50;?;IT 01246880239;ITA;ITA;52,69
00166;Yes;;;;;Yes;Debaillie Voeders NV;Voeders Debaillie NV;8800;Roeselare;BEL;Kaaistraat 31;F 051 229 618;;EUR;003;;2011-06-24 14:16:50;?;BE0405174839;BEL;BEL;54,69
00167;Yes;;;;;Yes;Bivit N.V.;Bivit N.V.;8560;Wevelgem-Gullegem;BEL;Westlaan 14;;;EUR;003;;2011-06-24 14:16:50;?;BE0439165025;BEL;BEL;54,69
00167_8000;Yes;;;;;No;Bivit N.V.;Bivit N.V.;8000;Brugge;BEL;Monnikenwerve 58/60 - Bus 60;;;EUR;003;;2011-06-24 14:16:50;?;BE0439165025;BEL;BEL;54,69
00169;Yes;;;;;Yes;Mucedola S.R.L.;Mucedola B+S;20019;Settimo Milanese - MI;ITA;Via G.Galilei 4;00 39 02 48915581;;EUR;003;;2011-06-24 14:16:50;?;IT 09353710158;ITA;ITA;52,69
00170;Yes;;00050;;;No;Agravis Mischfutter Westfalen GmbH KW Munster;Agravis Mischfutter Munster  S;48155;Munster;DEU;Industrieweg 105;;;EUR;003;00050;2011-06-24 14:16:50;?;;DEU;DEU;53,69
00171;Yes;;00133;;;No;Deutsche Tiernahrung Cremer GmbH;Deutsche Tiernahrung cremer Ploch  S;73207;Plochingen;DEU;Am Nordseekai 10;;;EUR;003;00133;2011-06-24 14:16:50;?;;DEU;DEU;53,69
00174;Yes;;;00446,00524,00844,04411;00446,00524,00844,04411;Yes;Dumoulin NV tav Accounts Payable;Dumoulin NV accounts payable B;3001;Heverlee-Leuven;BEL;p/a. Philipssite 5 bus 3;;;EUR;003;;2011-06-24 14:16:50;?;BE0429887073;BEL;BEL;54,69
00175;Yes;;;;;Yes;Degrave Voeders NV (Staden);Degrave Voeders NV    B + S;8840;Staden;BEL;Stampkotstraat 20-22;F 051 708 241;;EUR;003;;2011-06-24 14:16:50;?;BE0428137610;BEL;BEL;54,69
00176;Yes;;;00179;00179;Yes;De Brabandere Wingene NV;De Brabandere Wi B  +  S;8750;Wingene;BEL;Tieltsesteenweg 8;F 051657 428;;EUR;003;;2011-06-24 14:16:50;?;BE0405175928;BEL;BEL;54,69
00177;Yes;;;00178;00178;Yes;Danis NV;Danis NV B;8851;Koolskamp;BEL;Knijffelingstraat 15;;;EUR;003;;2011-06-24 14:16:50;?;BE0407113453;BEL;BEL;54,69
00177_8851;Yes;;;00178;00178;No;Danis NV;Danis NV B;8851;Koolskamp;BEL;Knijffelingstraat 16;;;EUR;003;;2011-06-24 14:16:50;?;BE0407113453;BEL;BEL;54,69
00178;Yes;;00177;;;No;Danis NV;Danis NV S;8870;Izegem;BEL;Noordkaai 11;Fax 051 746 844;;EUR;003;00177;2011-06-24 14:16:50;?;;BEL;BEL;54,69
00179;Yes;;00176;;;No;De Brabandere Wingene NV;De Brabandere Wingene  NIET GEBRUIKEN;9800;Deinze 9800;BEL;Gentsesteenweg 51-53;;;EUR;003;00176;2011-06-24 14:16:50;?;BE0405175928;BEL;BEL;54,69
00185;Yes;;;;;Yes;Intraco Ltd;Intraco Ltd B;2000;Antwerpen;BEL;Jordaenskaai 24;;;EUR;003;;2011-06-24 14:16:50;?;BE0435157935;BEL;BEL;54,69
00185_2000;Yes;;;;;No;Intraco Ltd;Intraco Ltd B;2000;Antwerpen;BEL;Meir 24;;;EUR;003;;2011-06-24 14:16:50;?;BE0435157935;BEL;BEL;54,69
00185_2280;Yes;;;;;No;Intraco Ltd;Intraco Ltd B;2280;Grobbendonk;BEL;Industrieweg 22;;;EUR;003;;2011-06-24 14:16:50;?;BE0435157935;BEL;BEL;54,69
00186;Yes;1;;;;Yes;Heidemark GmbH (Do Not Use);Heidemark Ahlhorn  B (DO NOT USE);26197;Ahlhorn;DEU;Gewerbestrasse 2;;;EUR;003;;2011-06-24 14:16:50;?;DE117109668;DEU;DEU;53,69
00187;Yes;1;01330;;;No;Heidemark GmbH  (Do Not Use);Heidemark Holtingh S (Do Not Use);49685;Hoeltinghausen;DEU;Erlenstr. 8;;;EUR;003;01330;2011-06-24 14:16:50;?;;DEU;DEU;53,69
00188;Yes;;00050;;;No;Agravis Mischfutter Westfalen;Agravis Dorsten Feldmark S;46282;Dorsten Feldmark;DEU;Carl-Benz-Str.5;;;EUR;003;00050;2011-06-24 14:16:50;?;;DEU;DEU;53,69
00189;Yes;;;00190;00190;Yes;Sanders Bretagne, Service d'Achat;Sanders Bretagne B;56920;Saint Gerand;FRA;Parc d'Activites "Pont de St Caradec";;;EUR;003;;2011-06-24 14:16:50;?;FR54352454946;FRA;FRA;50,69
00190;Yes;;00189;;;No;Sanders Bretagne St.Gerand;Sanders Bretagne S;56302;Saint Gerand;FRA;Route de Saint Caradec;;;EUR;003;00189;2011-06-24 14:16:50;?;FR54352454946;FRA;FRA;50,69
00191;Yes;;00066;;;No;DSM Nutritional Products;DSM Nutritional Belfast S;BT9 7JX;Belfast;UK;25 Stockmans Way;;;EUR;003;00066;2011-06-24 14:16:50;?;;UK;UK;59,69
00192;Yes;;;00193,00392,01956;00193,00392,01956;Yes;Indukern S.A.;Indukern  Barcelona      B;08820;El Prat de Llobregat;ESP;Parque Empresarial Mas Blau II - Alta Riibagorza 6-8;;;EUR;001;;2011-06-24 14:16:50;?;ESA08135055;ESP;ESP;56,69
00192_17820;Yes;;;00193,00392,01956;00193,00392,01956;No;Indukern S.A.;Indukern  Barcelona      B;17820;Banyoles;ESP;c/Masdevall, s/n  (Entrega en Farmacia Veterinaria);;;EUR;001;;2011-06-24 14:16:50;?;ESA08135055;ESP;ESP;56,69
00193;Yes;;00192;;;No;Indukern S.A.;Indukern El Prat de Llob(Barcelona)   S;08820;El Prat de Llobregat (Barcelona);ESP;Calle Cal Malet, 58,  ZAL PRAT;+34 935519350;;EUR;001;00192;2011-06-24 14:16:50;?;;ESP;ESP;56,69
00193_17150;Yes;;00192;;;No;Indukern S.A.;Indukern El Prat de Llob(Barcelona)   S;17150;Sant Gregori (Girona);ESP;Ctra. de las Planas Km. 4,700;+34 935519350;;EUR;001;00192;2011-06-24 14:16:50;?;;ESP;ESP;56,69
00194;Yes;1;;00114;00114;Yes;S.A.S. Prisma;Prisma B   DO NOT USE;56017;Vannes Cedex;FRA;Zone de Chapeau Rouge - BP 60518;;;EUR;003;;2011-06-24 14:16:50;?;FR49327999272;FRA;FRA;50,69
00196;Yes;;;00197;00197;Yes;Silpa Mangimi SNC;Silpa Mangimi B;09032;Assemini (Ca);ITA;Via V. Monti, 31;;;EUR;003;;2011-06-24 14:16:50;?;IT01919980928;ITA;ITA;52,69
00197;Yes;;00196;;;No;Silpa Mangimi SNC;Silpa Mangimi S;09034;Villasor (Ca);ITA;S.S. 196 Km. 11,600;0039 070 96 49 805;;EUR;003;00196;2011-06-24 14:16:50;?;;ITA;ITA;52,69
00198;Yes;;;00199;00199;Yes;Yliad;Chateau-Thierry Cedex B  OUD;02402;Chateau Thierry Cedex;FRA;B.P. no.19 - Chierry;;;EUR;003;;2011-06-24 14:16:50;?;FR21398113126;FRA;FRA;50,69
00199;Yes;1;00198;;;No;Vitalac SA;Vitalac St Brandan S DO NOT USE;22800;St.Brandan;FRA;Gare de Quintin;;;EUR;003;00198;2011-06-24 14:16:50;?;;FRA;FRA;50,69
00202;Yes;;00105;;;No;Sped. Schwarzer;Sped. Schwarzer S;49439;Steinfeld;DEU;avis:05492-968846Habelschwerdter Str.1;;;EUR;003;00105;2011-06-24 14:16:50;?;;DEU;DEU;53,69
00203;Yes;;;;;Yes;Humphrey Feeds Ltd;Humphrey Feeds Ltd B+S;S021 1QA;Twyford Winchester Hants;UK;Hazeley Road;;;GBP;003;;2011-06-24 14:16:50;?;GB 874811010;UK;UK;59,69
00204;Yes;;;;;Yes;Voeders d'Aussy NV;Voeders d'Aussy NV B+S;8820;Torhout;BEL;Ambachtstraat 27-29;050 212563;;EUR;003;;2011-06-24 14:16:50;?;BE0405174245;BEL;BEL;54,69
00205;Yes;;;00206,00936,01728,03276,03934,04559;00206,00936,01728,03276,03934,04559;Yes;De Heus Voeders;De Heus Voeders Ede B;6710 BJ;Ede;NLD;Postbus 396;00 31 318 675500;;EUR;003;;2011-06-24 14:16:50;?;NL004712997B01;NLD;NLD;55,69
00205_6051 AA;Yes;;;00206,00936,01728,03276,03934,04559;00206,00936,01728,03276,03934,04559;No;De Heus Voeders;De Heus Voeders Ede B;6051 AA;Maasbracht;NLD;Brouwersstraat 19;00 31 318 675500;;EUR;003;;2011-06-24 14:16:50;?;NL004712997B01;NLD;NLD;55,69
00205_6717 VE;Yes;;;00206,00936,01728,03276,03934,04559;00206,00936,01728,03276,03934,04559;No;De Heus Voeders;De Heus Voeders Ede B;6717 VE;Ede;NLD;Rubensstraat 175;00 31 318 675500;;EUR;003;;2011-06-24 14:16:50;?;NL004712997B01;NLD;NLD;55,69
00206;Yes;;00205;;;No;De Heus Voeders;De Heus Voeders Den Bosch S;5211 VB;'s Hertogenbosch;NLD;Tramkade 24;;;EUR;003;00205;2011-06-24 14:16:50;?;;NLD;NLD;55,69
00207;Yes;;;;;Yes;Franvet;Franvet B+S;49503;SEGRE Cedex;FRA;Z.I. d'Etriche, Rue Jean Monet;;;EUR;003;;2011-06-24 14:16:50;?;FR09350019261;FRA;FRA;50,69
00209;Yes;;;00226;00226;Yes;Aveve NV;Aveve Merksem B+S;3001;Leuven;BEL;T.a.v. Accounts PayablePhilipssite 5 Bus 3;F (09)325 81 20;;EUR;003;;2011-06-24 14:16:50;?;BE0403552464;BEL;BEL;54,69
00209_2170;Yes;;;00226;00226;No;Aveve NV;Aveve Merksem B+S;2170;Merksem;BEL;Eugeen Meeusstraat 6;F (09)325 81 20;;EUR;003;;2011-06-24 14:16:50;?;BE0403552464;BEL;BEL;54,69
00209_2170;Yes;;;00226;00226;No;Aveve NV;Aveve Merksem B+S;2170;Merksem;BEL;Vaartkaai 25;F (09)325 81 20;;EUR;003;;2011-06-24 14:16:50;?;BE0403552464;BEL;BEL;54,69
00210;Yes;;;03741;03741;Yes;Huvepharma NV SAMPLES;Huvepharma Samples;2600;Berchem;BEL;Uitbreidingstraat 80;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_01846;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;01846;Mata;ESP;Juli Garreta 34;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_03314;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;03314;Strengberg;AUT;;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;AUT;AUT;51,69
00210_03314;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;03314;Strengberg;AUT;Mayerhofen 8;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;AUT;AUT;51,69
00210_04010;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;04010;Borgo San Michele - Latina;ITA;;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ITA;ITA;52,69
00210_04010;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;04010;Borgo San Michele - Latina;ITA;S.S. 156 dei Monti Lepini - Km 47,600;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ITA;ITA;52,69
00210_05396;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;05396;Seoul;KOR;#201, Hwayang Bldg 14,Seongnae-ro 13-gil, Gangdong-Gu;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;KOR;KOR;190,69
00210_05396;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;05396;Seoul;KOR;#201, Hwayang Bldg 14,Seongnae-ro 13-gil, Gangdong-Gu;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;KOR;KOR;190,69
00210_08191;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;08191;Rubi (Barcelona);ESP;Historiador Joseph Serra 15/piso tercero Puerta Quinta;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_10900;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;10900;Bangkok;THA;Phaholyothin Rd;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;THA;THA;181,69
00210_1110;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;1110;Wien;AUT;Hauffgasse 24;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;AUT;AUT;51,69
00210_1113;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;1113;Sofia;BGR;5th Floor, 3a Nikolay Haytov Str.- SOFIA;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BGR;BGR;188,69
00210_12170;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;12170;Requista;FRA;Avenue de L'Europe;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_12200;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;12200;Villefranche de Rouergue;FRA;SOCSA 12Av 8 Mai 45;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_12310;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;12310;Laissac;FRA;Av J Lautard;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_12400;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;12400;St-Affrique;FRA;77 Av Hippolyte Barascuda;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_12430;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;12430;Villefrance de Panat;FRA;22 Av du Lac;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_138858;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;138858;Seoul;KOR;502 Lohas Building, 166 Machon-Ro, Songpa-Ku;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;KOR;KOR;190,69
00210_138858;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;138858;Seoul;KOR;502 Lohas BldgAchon-ro, Songpa-ku;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;KOR;KOR;190,69
00210_138-858;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;138-858;Seoul;KOR;;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;KOR;KOR;190,69
00210_138-858;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;138-858;Seoul;KOR;Oh-Geum Dong, songpa-Ku, Lohas bld;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;KOR;KOR;190,69
00210_14476;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;14476;Potsdam;DEU;Am Mühlenberg 11;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;DEU;DEU;53,69
00210_15100;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;15100;St. Flour;FRA;ZAC Montplain Allauzier;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_15100;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;15100;St. Flour;FRA;ZAC Montplain Allauzier;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_15110;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;15110;Chaudes-Aigues;FRA;8 Quai Remontalou;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_15859;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;15859;Storkow;DEU;Fürstenwalder Strasse 55;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;DEU;DEU;53,69
00210_17820;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;17820;Banyoles;ESP;Josep Tarradellas, 2 baixos 1;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_19430;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;19430;Sexcles;FRA;Riouzal;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_2170;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2170;Merksem;BEL;Eugeen Meeusstraat 6;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_22240;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;22240;La Bouillie;FRA;DELIAVET LA PAYSANNE1 Chemin Chaussée;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_2250;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2250;Olen;BEL;Hoogbuul 41;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_22640;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;22640;Plestan;FRA;6A Parc d'activité ) carefour de Penthièvre;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_2370;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2370;Arendonk;BEL;De Kleermakers 12;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_2370;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2370;Arendonk;BEL;De Kleermakers 12;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_2370;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2370;Arendonk;BEL;Broekstraat 111;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_2382;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2382;Poppel (Ravels);BEL;Pannenhoef 10a;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_2382;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2382;Poppel (Ravels);BEL;Miersedijk 105b;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_24010;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;24010;León;ESP;Avda. Párroco Pablo Diez, 49-57;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_2590-007;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2590-007;Sobral de Monte Agraco;PRT;Rua Egidio Ribeiro 1 - 1 Direito;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;PRT;PRT;63,69
00210_2610;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2610;Wilrijk;BEL;Fotografielaan 42;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_2610;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2610;Wilrijk;BEL;Neerlandweg 24;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;BEL;BEL;54,69
00210_26120;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;26120;Chabeuil;FRA;Les Gouvernaux;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_27002;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;27002;Lugo;ESP;Parasitologia y Enfermedades parasitariasPabellon I, Planta BajaFacultad de VeterinariaCampus Universitario s/n;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_27049;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;27049;Stradella;ITA;Via Primo Levi snc;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ITA;ITA;52,69
00210_2710;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;2710;Sintra;PRT;;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;PRT;PRT;63,69
00210_27419;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;27419;Klein Meckelsen;DEU;Zum Schwarzen Kamp 1;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;DEU;DEU;53,69
00210_28309;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;28309;Bremen;DEU;Europaallee 22;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;DEU;DEU;53,69
00210_28770;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;28770;Colmenar Viejo (Madrid);ESP;att. Fernando PatonPol. Industrial sur C/Cobalto,p.261-263;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_28813;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;28813;Torres de la Alameda (Madrid);ESP;c/Berlin 23, Pol. Ind. Potro de la Fuente;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_28813;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;28813;Torres de la Alameda (Madrid);ESP;;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_28935;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;28935;Mostoles;ESP;Calle Puerto de Navacerrada 85-87;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
00210_29480;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;29480;Landerneau;FRA;260 rue de la Petite Palud;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_29600;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;29600;Morlaix;FRA;Rue de Roch Glas 3;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_29600;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;29600;Morlaix;FRA;Rue de Roch Glass 3;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;FRA;FRA;50,69
00210_29649;Yes;;;03741;03741;No;Huvepharma NV SAMPLES;Huvepharma Samples;29649;Malaga;ESP;C/ Abeto, 19. 3DMijas Costa;;;EUR;999;;2011-06-24 14:16:50;?;BE0875283062;ESP;ESP;56,69
